ROUTE,direction,timetable,trip_id,stop_id,TIME
30X,IB,Weekday,8547738,17621,2019-03-21 06:05:00
30X,IB,Weekday,8547738,13942,2019-03-21 06:10:00
30X,IB,Weekday,8547738,13957,2019-03-21 06:14:00
30X,IB,Weekday,8547738,14110,2019-03-21 06:20:00
30X,IB,Weekday,8547738,17676,2019-03-21 06:30:00
30X,IB,Weekday,8547737,17621,2019-03-21 06:11:00
30X,IB,Weekday,8547737,13942,2019-03-21 06:16:00
30X,IB,Weekday,8547737,13957,2019-03-21 06:20:00
30X,IB,Weekday,8547737,14110,2019-03-21 06:26:00
30X,IB,Weekday,8547737,17676,2019-03-21 06:36:00
30X,IB,Weekday,8547736,17621,2019-03-21 06:17:00
30X,IB,Weekday,8547736,13942,2019-03-21 06:23:00
30X,IB,Weekday,8547736,13957,2019-03-21 06:27:00
30X,IB,Weekday,8547736,14110,2019-03-21 06:33:00
30X,IB,Weekday,8547736,17676,2019-03-21 06:43:00
30X,IB,Weekday,8547735,17621,2019-03-21 06:23:00
30X,IB,Weekday,8547735,13942,2019-03-21 06:29:00
30X,IB,Weekday,8547735,13957,2019-03-21 06:33:00
30X,IB,Weekday,8547735,14110,2019-03-21 06:39:00
30X,IB,Weekday,8547735,17676,2019-03-21 06:49:00
30X,IB,Weekday,8547734,17621,2019-03-21 06:29:00
30X,IB,Weekday,8547734,13942,2019-03-21 06:35:00
30X,IB,Weekday,8547734,13957,2019-03-21 06:39:00
30X,IB,Weekday,8547734,14110,2019-03-21 06:45:00
30X,IB,Weekday,8547734,17676,2019-03-21 06:55:00
30X,IB,Weekday,8547733,17621,2019-03-21 06:35:00
30X,IB,Weekday,8547733,13942,2019-03-21 06:41:00
30X,IB,Weekday,8547733,13957,2019-03-21 06:45:00
30X,IB,Weekday,8547733,14110,2019-03-21 06:52:00
30X,IB,Weekday,8547733,17676,2019-03-21 07:02:00
30X,IB,Weekday,8547732,17621,2019-03-21 06:41:00
30X,IB,Weekday,8547732,13942,2019-03-21 06:47:00
30X,IB,Weekday,8547732,13957,2019-03-21 06:51:00
30X,IB,Weekday,8547732,14110,2019-03-21 06:58:00
