ROUTE,direction,timetable,trip_id,stop_id,TIME
14X,IB,Weekday,8531511,16283,2019-03-21 06:20:00
14X,IB,Weekday,8531511,17099,2019-03-21 06:23:00
14X,IB,Weekday,8531511,15593,2019-03-21 06:32:00
14X,IB,Weekday,8531511,15620,2019-03-21 06:39:00
14X,IB,Weekday,8531511,16708,2019-03-21 06:42:00
14X,IB,Weekday,8531511,15535,2019-03-21 06:53:00
14X,IB,Weekday,8531511,17562,2019-03-21 07:04:00
14X,IB,Weekday,8531510,16283,2019-03-21 06:27:00
14X,IB,Weekday,8531510,17099,2019-03-21 06:30:00
14X,IB,Weekday,8531510,15593,2019-03-21 06:39:00
14X,IB,Weekday,8531510,15620,2019-03-21 06:46:00
14X,IB,Weekday,8531510,16708,2019-03-21 06:49:00
14X,IB,Weekday,8531510,15535,2019-03-21 07:00:00
14X,IB,Weekday,8531510,17562,2019-03-21 07:11:00
14X,IB,Weekday,8531509,16283,2019-03-21 06:34:00
14X,IB,Weekday,8531509,17099,2019-03-21 06:37:00
14X,IB,Weekday,8531509,15593,2019-03-21 06:46:00
14X,IB,Weekday,8531509,15620,2019-03-21 06:53:00
14X,IB,Weekday,8531509,16708,2019-03-21 06:56:00
14X,IB,Weekday,8531509,15535,2019-03-21 07:07:00
14X,IB,Weekday,8531509,17562,2019-03-21 07:18:00
14X,IB,Weekday,8531508,16283,2019-03-21 06:41:00
14X,IB,Weekday,8531508,17099,2019-03-21 06:44:00
14X,IB,Weekday,8531508,15593,2019-03-21 06:53:00
14X,IB,Weekday,8531508,15620,2019-03-21 07:00:00
14X,IB,Weekday,8531508,16708,2019-03-21 07:03:00
14X,IB,Weekday,8531508,15535,2019-03-21 07:14:00
14X,IB,Weekday,8531508,17562,2019-03-21 07:25:00
14X,IB,Weekday,8531507,16283,2019-03-21 06:48:00
14X,IB,Weekday,8531507,17099,2019-03-21 06:51:00
14X,IB,Weekday,8531507,15593,2019-03-21 07:00:00
14X,IB,Weekday,8531507,15620,2019-03-21 07:07:00
14X,IB,Weekday,8531507,16708,2019-03-21 07:10:00
14X,IB,Weekday,8531507,15535,2019-03-21 07:23:00
14X,IB,Weekday,8531507,17562,2019-03-21 07:34:00
14X,IB,Weekday,8531485,16283,2019-03-21 06:55:00
14X,IB,Weekday,8531485,17099,2019-03-21 06:58:00
14X,IB,Weekday,8531485,15593,2019-03-21 07:07:00
14X,IB,Weekday,8531485,15620,2019-03-21 07:14:00
14X,IB,Weekday,8531485,16708,2019-03-21 07:17:00
14X,IB,Weekday,8531485,15535,2019-03-21 07:30:00
14X,IB,Weekday,8531485,17562,2019-03-21 07:41:00
14X,IB,Weekday,8531506,16283,2019-03-21 07:02:00
14X,IB,Weekday,8531506,17099,2019-03-21 07:05:00
14X,IB,Weekday,8531506,15593,2019-03-21 07:14:00
14X,IB,Weekday,8531506,15620,2019-03-21 07:21:00
14X,IB,Weekday,8531506,16708,2019-03-21 07:24:00
14X,IB,Weekday,8531506,15535,2019-03-21 07:39:00
14X,IB,Weekday,8531506,17562,2019-03-21 07:50:00
14X,IB,Weekday,8531505,16283,2019-03-21 07:10:00
14X,IB,Weekday,8531505,17099,2019-03-21 07:13:00
14X,IB,Weekday,8531505,15593,2019-03-21 07:22:00
14X,IB,Weekday,8531505,15620,2019-03-21 07:29:00
14X,IB,Weekday,8531505,16708,2019-03-21 07:32:00
14X,IB,Weekday,8531505,15535,2019-03-21 07:47:00
14X,IB,Weekday,8531505,17562,2019-03-21 07:58:00
14X,IB,Weekday,8531504,16283,2019-03-21 07:18:00
14X,IB,Weekday,8531504,17099,2019-03-21 07:21:00
14X,IB,Weekday,8531504,15593,2019-03-21 07:30:00
14X,IB,Weekday,8531504,15620,2019-03-21 07:37:00
14X,IB,Weekday,8531504,16708,2019-03-21 07:40:00
14X,IB,Weekday,8531504,15535,2019-03-21 07:57:00
14X,IB,Weekday,8531504,17562,2019-03-21 08:09:00
14X,IB,Weekday,8531503,16283,2019-03-21 07:26:00
14X,IB,Weekday,8531503,17099,2019-03-21 07:29:00
14X,IB,Weekday,8531503,15593,2019-03-21 07:38:00
14X,IB,Weekday,8531503,15620,2019-03-21 07:45:00
14X,IB,Weekday,8531503,16708,2019-03-21 07:48:00
14X,IB,Weekday,8531503,15535,2019-03-21 08:05:00
14X,IB,Weekday,8531503,17562,2019-03-21 08:17:00
14X,IB,Weekday,8531486,16283,2019-03-21 07:35:00
14X,IB,Weekday,8531486,17099,2019-03-21 07:38:00
14X,IB,Weekday,8531486,15593,2019-03-21 07:47:00
14X,IB,Weekday,8531486,15620,2019-03-21 07:54:00
14X,IB,Weekday,8531486,16708,2019-03-21 07:57:00
14X,IB,Weekday,8531486,15535,2019-03-21 08:16:00
14X,IB,Weekday,8531486,17562,2019-03-21 08:29:00
14X,IB,Weekday,8531502,16283,2019-03-21 07:43:00
14X,IB,Weekday,8531502,17099,2019-03-21 07:46:00
14X,IB,Weekday,8531502,15593,2019-03-21 07:55:00
14X,IB,Weekday,8531502,15620,2019-03-21 08:02:00
14X,IB,Weekday,8531502,16708,2019-03-21 08:05:00
14X,IB,Weekday,8531502,15535,2019-03-21 08:24:00
14X,IB,Weekday,8531502,17562,2019-03-21 08:37:00
14X,IB,Weekday,8531501,16283,2019-03-21 07:51:00
14X,IB,Weekday,8531501,17099,2019-03-21 07:54:00
14X,IB,Weekday,8531501,15593,2019-03-21 08:03:00
14X,IB,Weekday,8531501,15620,2019-03-21 08:10:00
14X,IB,Weekday,8531501,16708,2019-03-21 08:13:00
14X,IB,Weekday,8531501,15535,2019-03-21 08:33:00
14X,IB,Weekday,8531501,17562,2019-03-21 08:46:00
14X,IB,Weekday,8531500,16283,2019-03-21 08:00:00
14X,IB,Weekday,8531500,17099,2019-03-21 08:03:00
