"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"3780","100072 (3780)","4033","100821 (4033)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",546,365,815
"3780","100072 (3780)","4034","100643 (4034)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1060,809,1387
"3780","100072 (3780)","4037","101146 (4037)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1506,1179,1922
"3780","100072 (3780)","4038","100826 (4038)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",724,524,1000
"3780","100072 (3780)","4039","101151 (4039)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1486,1161,1900
"3780","100072 (3780)","4041","100827 (4041)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",554,363,845
"3780","100072 (3780)","4043","100692 (4043)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",760,552,1045
"3780","100072 (3780)","4044","101157 (4044)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1534,1257,1871
"3780","100072 (3780)","4045","100831 (4045)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",522,334,814
"3780","100072 (3780)","4046","101161 (4046)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1522,1189,1947
"3780","100072 (3780)","4047","100665 (4047)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1230,957,1579
"3780","100072 (3780)","4048","100835 (4048)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",705,511,971
"3780","100072 (3780)","4050","101171 (4050)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1552,1250,1926
"3780","100072 (3780)","4051","100664 (4051)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1247,951,1633
"3780","100072 (3780)","4052","100644 (4052)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1081,852,1370
"3780","100072 (3780)","4053","100813 (4053)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",495,335,729
"3780","100072 (3780)","4055","101132 (4055)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1225,936,1602
"3780","100072 (3780)","4057","101178 (4057)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1735,1466,2052
"3780","100072 (3780)","4058","101135 (4058)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1316,1009,1716
"3780","100072 (3780)","4059","100836 (4059)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",659,466,931
"3780","100072 (3780)","4060","100741 (4060)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",601,435,828
"3780","100072 (3780)","4064","101142 (4064)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1392,1095,1768
"3780","100072 (3780)","4065","100731 (4065)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",707,517,965
"3780","100072 (3780)","4069","100697 (4069)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",834,621,1119
"3780","100072 (3780)","4070","101152 (4070)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1537,1215,1943
"3780","100072 (3780)","4071","100822 (4071)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",613,412,911
"3780","100072 (3780)","4075","10069A (4075)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",886,647,1211
"3780","100072 (3780)","4076","101162 (4076)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1576,1249,1988
"3780","100072 (3780)","4077","100694 (4077)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",872,647,1174
"3780","100072 (3780)","4080","101172 (4080)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1613,1300,2001
"3780","100072 (3780)","4081","101133 (4081)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1239,953,1609
"3780","100072 (3780)","4082","100671 (4082)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",913,683,1219
"3780","100072 (3780)","4084","100675 (4084)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1003,756,1329
"3780","100072 (3780)","4085","100742 (4085)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",638,467,870
"3780","100072 (3780)","4086","101134 (4086)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1349,1033,1761
"3780","100072 (3780)","4089","101143 (4089)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1417,1121,1789
"3780","100072 (3780)","4090","100676 (4090)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1166,889,1528
"3780","100072 (3780)","4093","100825 (4093)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",762,557,1040
"3780","100072 (3780)","4094","406461 (4094)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",2124,1494,3018
"3780","100072 (3780)","4095","101153 (4095)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1528,1223,1908
"3780","100072 (3780)","4096","100695 (4096)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",929,696,1238
"3780","100072 (3780)","4100","101163 (4100)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1607,1316,1962
"3780","100072 (3780)","4101","100834 (4101)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",770,557,1063
"3780","100072 (3780)","4102","100832 (4102)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",548,354,848
"3780","100072 (3780)","4103","100837 (4103)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",698,503,968
"3780","100072 (3780)","4104","100812 (4104)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",737,515,1054
"3780","100072 (3780)","4105","101173 (4105)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1603,1285,1998
"3780","100072 (3780)","4107","101121 (4107)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1318,1016,1708
"3780","100072 (3780)","4108","100823 (4108)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",517,355,751
"3780","100072 (3780)","4110","100732 (4110)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",755,559,1018
"3780","100072 (3780)","4111","100743 (4111)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",688,512,924
"3780","100072 (3780)","4112","101127 (4112)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1418,1079,1862
"3780","100072 (3780)","4114","101144 (4114)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1468,1135,1897
"3780","100072 (3780)","4116","100699 (4116)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",928,726,1185
"3780","100072 (3780)","4117","101154 (4117)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1605,1280,2011
"3780","100072 (3780)","4118","100696 (4118)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",969,732,1281
"3780","100072 (3780)","4119","101156 (4119)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1618,1307,2001
"3780","100072 (3780)","4120","100672 (4120)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1053,804,1377
"3780","100072 (3780)","4121","101164 (4121)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1650,1351,2014
"3780","100072 (3780)","4122","100667 (4122)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1340,1035,1734
"3780","100072 (3780)","4123","100744 (4123)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",710,524,961
"3780","100072 (3780)","4125","100674 (4125)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1012,775,1320
"3780","100072 (3780)","4127","101174 (4127)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1617,1302,2007
"3780","100072 (3780)","4128","100677 (4128)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1241,1000,1539
"3780","100072 (3780)","4131","101126 (4131)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1410,1123,1769
"3780","100072 (3780)","4132","100698 (4132)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",859,646,1141
"3780","100072 (3780)","4134","101145 (4134)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1481,1143,1918
"3780","100072 (3780)","4136","100833 (4136)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",813,592,1116
"3780","100072 (3780)","4138","100838 (4138)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",749,547,1024
"3780","100072 (3780)","4139","101155 (4139)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1612,1302,1994
"3780","100072 (3780)","4140","406491 (4140)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1985,1505,2617
"3780","100072 (3780)","4143","100824 (4143)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",806,578,1123
"3780","100072 (3780)","4144","101165 (4144)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1677,1374,2046
"3780","100072 (3780)","4145","100673 (4145)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1182,921,1516
"3780","100072 (3780)","4146","100733 (4146)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",793,591,1063
"3780","100072 (3780)","4147","406410 (4147)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1781,1326,2390
"3780","100072 (3780)","4148","100666 (4148)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1238,950,1613
"3780","100072 (3780)","4149","101175 (4149)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1713,1409,2082
"3780","100072 (3780)","4150","100701 (4150)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",899,671,1203
"3780","100072 (3780)","4152","101122 (4152)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1376,1072,1766
"3780","100072 (3780)","4153","100704 (4153)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",957,748,1223
"3780","100072 (3780)","4156","101125 (4156)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1461,1140,1871
"3780","100072 (3780)","4157","100681 (4157)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1052,809,1367
"3780","100072 (3780)","4158","101211 (4158)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1557,1192,2032
"3780","100072 (3780)","4159","101216 (4159)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1569,1236,1991
"3780","100072 (3780)","4160","100721 (4160)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",774,571,1048
"3780","100072 (3780)","4161","101201 (4161)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1610,1318,1965
"3780","100072 (3780)","4162","100724 (4162)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",806,598,1086
"3780","100072 (3780)","4163","100683 (4163)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1091,819,1451
"3780","100072 (3780)","4164","100711 (4164)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",848,629,1141
"3780","100072 (3780)","4165","101166 (4165)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1680,1378,2046
"3780","100072 (3780)","4167","101176 (4167)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1718,1408,2095
"3780","100072 (3780)","4168","406462 (4168)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1932,1333,2799
"3780","100072 (3780)","4171","100843 (4171)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",850,624,1157
"3780","100072 (3780)","4172","100841 (4172)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",583,387,876
"3780","100072 (3780)","4175","100844 (4175)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",883,643,1212
"3780","100072 (3780)","4183","100847 (4183)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",794,580,1086
"3780","100072 (3780)","4184","101215 (4184)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1552,1237,1947
"3780","100072 (3780)","4185","100678 (4185)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1280,1036,1580
"3780","100072 (3780)","4187","100679 (4187)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1268,995,1615
"3780","100072 (3780)","4188","100703 (4188)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1051,829,1331
"3780","100072 (3780)","4191","101202 (4191)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1684,1366,2075
"3780","100072 (3780)","4192","100712 (4192)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",898,674,1196
"3780","100072 (3780)","4194","100955 (4194)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",837,610,1147
"3780","100072 (3780)","4195","406401 (4195)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1727,1289,2313
"3780","100072 (3780)","4196","100702 (4196)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",954,738,1232
"3780","100072 (3780)","4197","101167 (4197)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1687,1398,2034
"3780","100072 (3780)","4198","101123 (4198)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1435,1181,1743
"3780","100072 (3780)","4199","101177 (4199)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1694,1406,2040
"3780","100072 (3780)","4200","101111 (4200)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1435,1143,1801
"3780","100072 (3780)","4201","100941 (4201)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",557,384,807
"3780","100072 (3780)","4202","100682 (4202)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1080,844,1380
"3780","100072 (3780)","4206","100944 (4206)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",546,379,786
"3780","100072 (3780)","4207","100846 (4207)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",748,532,1050
"3780","100072 (3780)","4208","101124 (4208)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1505,1201,1885
"3780","100072 (3780)","4210","100713 (4210)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",937,710,1235
"3780","100072 (3780)","4212","100705 (4212)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",993,772,1276
"3780","100072 (3780)","4213","101203 (4213)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1690,1379,2069
"3780","100072 (3780)","4215","100707 (4215)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1066,837,1357
"3780","100072 (3780)","4216","100842 (4216)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",716,487,1051
"3780","100072 (3780)","4217","101191 (4217)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1693,1390,2061
"3780","100072 (3780)","4218","100845 (4218)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",725,505,1039
"3780","100072 (3780)","4219","100684 (4219)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1128,902,1409
"3780","100072 (3780)","4221","100686 (4221)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1124,872,1447
"3780","100072 (3780)","4222","101114 (4222)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1614,1227,2122
"3780","100072 (3780)","4223","101113 (4223)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1487,1214,1820
"3780","100072 (3780)","4224","100722 (4224)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",822,608,1110
"3780","100072 (3780)","4225","100848 (4225)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",782,568,1074
"3780","100072 (3780)","4227","100723 (4227)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",858,642,1145
"3780","100072 (3780)","4228","100714 (4228)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",935,708,1233
"3780","100072 (3780)","4229","101212 (4229)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1588,1233,2044
"3780","100072 (3780)","4230","100706 (4230)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",992,783,1256
"3780","100072 (3780)","4232","101204 (4232)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1725,1421,2094
"3780","100072 (3780)","4235","406463 (4235)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1902,1342,2693
"3780","100072 (3780)","4237","100852 (4237)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",624,419,928
"3780","100072 (3780)","4238","100685 (4238)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1166,950,1430
"3780","100072 (3780)","4239","101196 (4239)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1866,1538,2263
"3780","100072 (3780)","4240","101181 (4240)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1801,1531,2117
"3780","100072 (3780)","4241","101185 (4241)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1712,1397,2096
"3780","100072 (3780)","4242","406481 (4242)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",2109,1597,2784
"3780","100072 (3780)","4244","100851 (4244)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",834,578,1201
"3780","100072 (3780)","4246","405191 (4246)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",2774,2238,3437
"3780","100072 (3780)","4247","100882 (4247)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1256,1002,1573
"3780","100072 (3780)","4250","100854 (4250)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",844,606,1173
"3780","100072 (3780)","4251","101214 (4251)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1592,1303,1944
"3780","100072 (3780)","4255","100864 (4255)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",932,696,1247
"3780","100072 (3780)","4256","406406 (4256)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1747,1304,2340
"3780","100072 (3780)","4257","101205 (4257)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1725,1401,2123
"3780","100072 (3780)","4258","100871 (4258)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",988,759,1285
"3780","100072 (3780)","4262","101112 (4262)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1456,1181,1794
"3780","100072 (3780)","4263","100875 (4263)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1078,852,1362
"3780","100072 (3780)","4264","100881 (4264)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1173,948,1450
"3780","100072 (3780)","4265","100943 (4265)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",638,430,945
"3780","100072 (3780)","4266","101117 (4266)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1311,1040,1652
"3780","100072 (3780)","4268","101115 (4268)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1678,1260,2234
"3780","100072 (3780)","4269","100855 (4269)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",877,631,1217
"3780","100072 (3780)","4272","100872 (4272)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1021,791,1316
"3780","100072 (3780)","4273","100893 (4273)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1270,960,1678
"3780","100072 (3780)","4275","100956 (4275)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",951,706,1279
"3780","100072 (3780)","4276","101206 (4276)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1718,1404,2101
"3780","100072 (3780)","4277","100861 (4277)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1048,801,1370
"3780","100072 (3780)","4278","100942 (4278)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",591,412,846
"3780","100072 (3780)","4280","101119 (4280)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1366,1131,1648
"3780","100072 (3780)","4281","101118 (4281)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1330,1052,1680
"3780","100072 (3780)","4282","100859 (4282)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",945,718,1242
"3780","100072 (3780)","4284","100874 (4284)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1111,868,1420
"3780","100072 (3780)","4286","100856 (4286)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",922,667,1274
"3780","100072 (3780)","4287","101116 (4287)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1599,1303,1961
"3780","100072 (3780)","4289","406470 (4289)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",2097,1555,2826
"3780","100072 (3780)","4290","101213 (4290)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1662,1300,2124
"3780","100072 (3780)","4293","101207 (4293)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1668,1378,2018
"3780","100072 (3780)","4294","101192 (4294)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1733,1416,2120
"3780","100072 (3780)","4295","100873 (4295)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1094,856,1397
"3780","100072 (3780)","4296","100863 (4296)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1039,785,1373
"3780","100072 (3780)","4299","101182 (4299)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1758,1414,2185
"3780","100072 (3780)","4300","101101 (4300)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1425,1156,1756
"3780","100072 (3780)","4302","101184 (4302)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1694,1417,2024
"3780","100072 (3780)","4303","101105 (4303)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1534,1244,1890
"3780","100072 (3780)","4304","101091 (4304)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1231,936,1617
"3780","100072 (3780)","4308","100891 (4308)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1202,962,1501
"3780","100072 (3780)","4309","101221 (4309)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1689,1314,2170
"3780","100072 (3780)","4313","100862 (4313)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1085,807,1457
"3780","100072 (3780)","4314","100857 (4314)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",838,598,1172
"3780","100072 (3780)","4315","100953 (4315)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1041,779,1390
"3780","100072 (3780)","4316","101227 (4316)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1638,1331,2015
"3780","100072 (3780)","4317","100858 (4317)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",962,707,1307
"3780","100072 (3780)","4319","100894 (4319)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1119,880,1422
"3780","100072 (3780)","4322","101195 (4322)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1654,1326,2062
"3780","100072 (3780)","4323","101104 (4323)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1483,1192,1844
"3780","100072 (3780)","4324","101222 (4324)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1701,1311,2205
"3780","100072 (3780)","4329","100906 (4329)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1012,764,1339
"3780","100072 (3780)","4330","101226 (4330)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1668,1314,2115
"3780","100072 (3780)","4331","100951 (4331)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1142,873,1493
"3780","100072 (3780)","4333","100895 (4333)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1139,891,1454
"3780","100072 (3780)","4334","101193 (4334)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1660,1303,2113
"3780","100072 (3780)","4335","101102 (4335)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1275,954,1702
"3780","100072 (3780)","4336","100952 (4336)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1152,865,1532
"3780","100072 (3780)","4337","406464 (4337)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1992,1426,2782
"3780","100072 (3780)","4338","100901 (4338)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",715,497,1026
"3780","100072 (3780)","4339","100934 (4339)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",619,441,868
"3780","100072 (3780)","4340","100931 (4340)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1006,733,1380
"3780","100072 (3780)","4346","100902 (4346)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",800,572,1118
"3780","100072 (3780)","4347","100853 (4347)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",654,445,959
"3780","100072 (3780)","4354","101103 (4354)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1429,1142,1787
"3780","100072 (3780)","4359","100905 (4359)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",936,684,1280
"3780","100072 (3780)","4360","101223 (4360)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1687,1302,2184
"3780","100072 (3780)","4362","100903 (4362)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",814,579,1142
"3780","100072 (3780)","4365","101225 (4365)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1673,1345,2080
"3780","100072 (3780)","4366","101224 (4366)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1683,1370,2066
"3780","100072 (3780)","4367","101093 (4367)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1364,1021,1821
"3780","100072 (3780)","4369","100896 (4369)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1173,920,1494
"3780","100072 (3780)","4370","101183 (4370)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1588,1272,1981
"3780","100072 (3780)","4371","101092 (4371)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1131,833,1535
"3780","100072 (3780)","4372","100915 (4372)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",674,464,978
"3780","100072 (3780)","4374","100907 (4374)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",975,716,1326
"3780","100072 (3780)","4376","405270 (4376)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",2938,2311,3734
"3780","100072 (3780)","4377","100892 (4377)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1107,820,1493
"3780","100072 (3780)","4378","100898 (4378)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1063,753,1499
"3780","100072 (3780)","4379","406381 (4379)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1976,1404,2779
"3780","100072 (3780)","4381","100933 (4381)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",946,668,1339
"3780","100072 (3780)","4382","100932 (4382)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1022,755,1383
"3780","100072 (3780)","4385","101261 (4385)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1247,941,1651
"3780","100072 (3780)","4387","101194 (4387)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1571,1249,1975
"3780","100072 (3780)","4388","100897 (4388)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1161,881,1528
"3780","100072 (3780)","4389","100908 (4389)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",775,547,1096
"3780","100072 (3780)","4390","100904 (4390)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",752,530,1066
"3780","100072 (3780)","4391","100916 (4391)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",662,469,934
"3780","100072 (3780)","4392","406382 (4392)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",2004,1416,2835
"3780","100072 (3780)","4393","101241 (4393)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1382,1049,1819
"3780","100072 (3780)","4394","101041 (4394)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",791,559,1118
"3780","100072 (3780)","4395","100971 (4395)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1221,919,1621
"3780","100072 (3780)","4397","101265 (4397)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1317,1029,1685
"3780","100072 (3780)","4398","101231 (4398)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1767,1333,2342
"3780","100072 (3780)","4399","101266 (4399)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1497,1182,1895
"3780","100072 (3780)","4400","101232 (4400)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1584,1290,1944
