"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"3780","100072 (3780)","3694","10002E (3694)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",411,262,643
"3780","100072 (3780)","3695","406772 (3695)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1622,1107,2375
"3780","100072 (3780)","3696","10002L (3696)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",520,279,967
"3780","100072 (3780)","3698","100575 (3698)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",766,560,1047
"3780","100072 (3780)","3700","100516 (3700)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1124,888,1422
"3780","100072 (3780)","3701","10002K (3701)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",558,351,885
"3780","100072 (3780)","3702","100494 (3702)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1175,922,1496
"3780","100072 (3780)","3703","100561 (3703)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",800,586,1090
"3780","100072 (3780)","3704","10002H (3704)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",391,245,622
"3780","100072 (3780)","3705","100151 (3705)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",618,349,1094
"3780","100072 (3780)","3706","10002G (3706)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",407,249,664
"3780","100072 (3780)","3707","100475 (3707)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1357,1042,1766
"3780","100072 (3780)","3708","100202 (3708)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",439,289,664
"3780","100072 (3780)","3709","10002J (3709)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",585,372,918
"3780","100072 (3780)","3710","100513 (3710)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",984,731,1323
"3780","100072 (3780)","3711","100562 (3711)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",852,628,1154
"3780","100072 (3780)","3712","100031 (3712)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",251,150,418
"3780","100072 (3780)","3714","100419 (3714)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1634,1343,1987
"3780","100072 (3780)","3715","10002I (3715)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",337,215,527
"3780","100072 (3780)","3716","10002M (3716)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",514,281,937
"3780","100072 (3780)","3717","100083 (3717)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",315,184,536
"3780","100072 (3780)","3718","100517 (3718)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1062,811,1390
"3780","100072 (3780)","3719","10002N (3719)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",323,193,540
"3780","100072 (3780)","3720","100434 (3720)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1455,1122,1885
"3780","100072 (3780)","3721","100521 (3721)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",919,681,1239
"3780","100072 (3780)","3722","100572 (3722)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",560,396,790
"3780","100072 (3780)","3724","10002O (3724)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",388,198,760
"3780","100072 (3780)","3726","100435 (3726)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1565,1263,1938
"3780","100072 (3780)","3727","100203 (3727)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",355,218,576
"3780","100072 (3780)","3728","100086 (3728)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",224,114,438
"3780","100072 (3780)","3729","100032 (3729)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",180,85,380
"3780","100072 (3780)","3730","100576 (3730)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",648,473,886
"3780","100072 (3780)","3731","100034 (3731)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",210,113,387
"3780","100072 (3780)","3732","100205 (3732)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",458,311,673
"3780","100072 (3780)","3733","10002Q (3733)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",235,119,461
"3780","100072 (3780)","3736","100524 (3736)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",990,759,1290
"3780","100072 (3780)","3737","100102 (3737)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",439,274,702
"3780","100072 (3780)","3738","10002P (3738)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",199,103,382
"3780","100072 (3780)","3739","406712 (3739)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1702,1238,2338
"3780","100072 (3780)","3740","100474 (3740)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1277,1025,1590
"3780","100072 (3780)","3741","100471 (3741)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1085,850,1383
"3780","100072 (3780)","3742","406612 (3742)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1537,1106,2135
"3780","100072 (3780)","3743","100563 (3743)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",708,530,944
"3780","100072 (3780)","3744","100085 (3744)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",201,105,383
"3780","100072 (3780)","3745","100451 (3745)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1420,1098,1835
"3780","100072 (3780)","3746","100525 (3746)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",957,745,1228
"3780","100072 (3780)","3747","100455 (3747)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1417,1126,1783
"3780","100072 (3780)","3748","100033 (3748)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",179,103,309
"3780","100072 (3780)","3751","100431 (3751)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1467,1173,1834
"3780","100072 (3780)","3752","100522 (3752)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",871,650,1166
"3780","100072 (3780)","3753","100071 (3753)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",60,26,136
"3780","100072 (3780)","3754","100492 (3754)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1103,862,1409
"3780","100072 (3780)","3755","100204 (3755)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",411,268,628
"3780","100072 (3780)","3756","10002R (3756)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",212,90,498
"3780","100072 (3780)","3758","100523 (3758)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",879,680,1135
"3780","100072 (3780)","3759","100564 (3759)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",756,573,997
"3780","100072 (3780)","3760","100041 (3760)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",84,33,208
"3780","100072 (3780)","3761","100043 (3761)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",159,82,307
"3780","100072 (3780)","3762","100591 (3762)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",636,458,882
"3780","100072 (3780)","3763","100593 (3763)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",506,350,730
"3780","100072 (3780)","3766","100044 (3766)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",154,82,288
"3780","100072 (3780)","3767","100112 (3767)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",365,222,598
"3780","100072 (3780)","3768","100473 (3768)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1207,960,1517
"3780","100072 (3780)","3769","100051 (3769)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",273,173,430
"3780","100072 (3780)","3771","100592 (3771)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",688,501,943
"3780","100072 (3780)","3772","100073 (3772)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",124,59,257
"3780","100072 (3780)","3773","100452 (3773)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1345,1049,1723
"3780","100072 (3780)","3775","100055 (3775)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",371,243,564
"3780","100072 (3780)","3776","100153 (3776)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",503,310,815
"3780","100072 (3780)","3777","100418 (3777)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1550,1237,1941
"3780","100072 (3780)","3778","100454 (3778)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1312,1053,1634
"3780","100072 (3780)","3779","100581 (3779)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",709,521,964
"3780","100072 (3780)","3780","100072 (3780)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",172,37,797
"3780","100072 (3780)","3781","406614 (3781)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1659,1179,2332
"3780","100072 (3780)","3783","100111 (3783)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",492,288,837
"3780","100072 (3780)","3784","100433 (3784)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1553,1264,1907
"3780","100072 (3780)","3785","100586 (3785)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",774,588,1018
"3780","100072 (3780)","3787","100042 (3787)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",134,54,328
"3780","100072 (3780)","3788","406703 (3788)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1711,1178,2484
"3780","100072 (3780)","3789","100801 (3789)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",484,310,755
"3780","100072 (3780)","3790","100493 (3790)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1005,788,1280
"3780","100072 (3780)","3791","100114 (3791)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",208,107,403
"3780","100072 (3780)","3792","100792 (3792)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",704,490,1009
"3780","100072 (3780)","3793","100541 (3793)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",726,547,961
"3780","100072 (3780)","3795","100599 (3795)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",437,299,638
"3780","100072 (3780)","3796","100472 (3796)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1106,885,1381
"3780","100072 (3780)","3798","100543 (3798)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",758,572,1003
"3780","100072 (3780)","3801","100453 (3801)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1242,983,1568
"3780","100072 (3780)","3802","100141 (3802)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",345,209,567
"3780","100072 (3780)","3803","100544 (3803)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",957,724,1264
"3780","100072 (3780)","3804","100594 (3804)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",494,350,696
"3780","100072 (3780)","3805","100054 (3805)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",349,227,534
"3780","100072 (3780)","3806","100076 (3806)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",63,28,141
"3780","100072 (3780)","3807","100074 (3807)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",180,51,634
"3780","100072 (3780)","3808","508595 (3808)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",2505,2056,3050
"3780","100072 (3780)","3809","100432 (3809)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1446,1175,1779
"3780","100072 (3780)","3810","100596 (3810)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",517,377,707
"3780","100072 (3780)","3811","100113 (3811)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",262,152,451
"3780","100072 (3780)","3812","100052 (3812)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",320,179,570
"3780","100072 (3780)","3813","100585 (3813)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",664,498,883
"3780","100072 (3780)","3815","100597 (3815)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",563,413,766
"3780","100072 (3780)","3816","100426 (3816)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1553,1265,1906
"3780","100072 (3780)","3819","100531 (3819)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",846,651,1098
"3780","100072 (3780)","3820","100116 (3820)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",167,98,282
"3780","100072 (3780)","3821","100411 (3821)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1542,1282,1854
"3780","100072 (3780)","3822","100533 (3822)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",871,670,1131
"3780","100072 (3780)","3823","100501 (3823)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",941,722,1225
"3780","100072 (3780)","3824","100582 (3824)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",600,446,805
"3780","100072 (3780)","3825","100415 (3825)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1564,1297,1885
"3780","100072 (3780)","3826","100503 (3826)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",964,738,1257
"3780","100072 (3780)","3828","100481 (3828)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1017,805,1283
"3780","100072 (3780)","3829","100545 (3829)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",795,603,1046
"3780","100072 (3780)","3830","100416 (3830)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1586,1306,1925
"3780","100072 (3780)","3831","100075 (3831)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",233,93,578
"3780","100072 (3780)","3833","100485 (3833)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1110,891,1381
"3780","100072 (3780)","3836","100461 (3836)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1302,1022,1657
"3780","100072 (3780)","3837","100061 (3837)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",120,69,208
"3780","100072 (3780)","3838","100115 (3838)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",228,133,388
"3780","100072 (3780)","3839","100441 (3839)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1276,1041,1563
"3780","100072 (3780)","3840","100595 (3840)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",604,435,836
"3780","100072 (3780)","3842","100446 (3842)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1401,1142,1717
"3780","100072 (3780)","3843","100611 (3843)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",513,333,788
"3780","100072 (3780)","3844","100584 (3844)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",658,489,884
"3780","100072 (3780)","3846","406434 (3846)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1624,1176,2242
"3780","100072 (3780)","3847","100421 (3847)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1460,1173,1816
"3780","100072 (3780)","3848","100598 (3848)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",672,485,930
"3780","100072 (3780)","3850","100425 (3850)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1516,1211,1896
"3780","100072 (3780)","3851","100122 (3851)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",267,134,528
"3780","100072 (3780)","3852","406763 (3852)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1985,1469,2681
"3780","100072 (3780)","3858","100583 (3858)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",717,532,965
"3780","100072 (3780)","3859","100542 (3859)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",798,605,1052
"3780","100072 (3780)","3860","100063 (3860)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",306,145,645
"3780","100072 (3780)","3862","100484 (3862)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1063,844,1337
"3780","100072 (3780)","3863","100791 (3863)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",428,278,658
"3780","100072 (3780)","3865","100462 (3865)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1213,953,1543
"3780","100072 (3780)","3866","100053 (3866)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",349,214,568
"3780","100072 (3780)","3867","100546 (3867)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",895,677,1182
"3780","100072 (3780)","3868","100065 (3868)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",163,101,261
"3780","100072 (3780)","3869","100613 (3869)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",565,378,842
"3780","100072 (3780)","3870","100121 (3870)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",307,178,526
"3780","100072 (3780)","3871","406711 (3871)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1780,1331,2378
"3780","100072 (3780)","3872","100445 (3872)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1357,1090,1688
"3780","100072 (3780)","3873","100601 (3873)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",620,430,892
"3780","100072 (3780)","3874","100124 (3874)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",415,231,743
"3780","100072 (3780)","3875","100603 (3875)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",669,470,951
"3780","100072 (3780)","3876","100424 (3876)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1479,1167,1874
"3780","100072 (3780)","3878","100412 (3878)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1489,1217,1821
"3780","100072 (3780)","3879","100532 (3879)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1012,768,1332
"3780","100072 (3780)","3880","100604 (3880)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",733,524,1024
"3780","100072 (3780)","3881","100612 (3881)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",485,311,755
"3780","100072 (3780)","3882","100062 (3882)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",237,144,388
"3780","100072 (3780)","3883","100064 (3883)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",369,206,660
"3780","100072 (3780)","3884","406704 (3884)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1634,1050,2542
"3780","100072 (3780)","3886","100414 (3886)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1534,1225,1919
"3780","100072 (3780)","3888","100502 (3888)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1011,785,1301
"3780","100072 (3780)","3889","100482 (3889)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1052,822,1344
"3780","100072 (3780)","3890","100132 (3890)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",412,249,680
"3780","100072 (3780)","3891","100417 (3891)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1541,1245,1906
"3780","100072 (3780)","3893","100463 (3893)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1276,990,1643
"3780","100072 (3780)","3894","100483 (3894)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1126,875,1448
"3780","100072 (3780)","3895","100605 (3895)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",790,574,1086
"3780","100072 (3780)","3897","406431 (3897)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",2104,1472,3007
"3780","100072 (3780)","3898","100123 (3898)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",388,240,627
"3780","100072 (3780)","3899","406702 (3899)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1702,1177,2459
"3780","100072 (3780)","3900","100551 (3900)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",820,597,1125
"3780","100072 (3780)","3901","100602 (3901)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",616,421,899
"3780","100072 (3780)","3903","100442 (3903)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1215,966,1527
"3780","100072 (3780)","3906","100444 (3906)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1342,1076,1673
"3780","100072 (3780)","3908","100066 (3908)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",337,195,580
"3780","100072 (3780)","3909","100126 (3909)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",383,235,622
"3780","100072 (3780)","3912","100552 (3912)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",871,642,1179
"3780","100072 (3780)","3915","100774 (3915)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",355,227,555
"3780","100072 (3780)","3916","100423 (3916)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1385,1103,1738
"3780","100072 (3780)","3917","100553 (3917)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",888,657,1198
"3780","100072 (3780)","3918","100625 (3918)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",452,300,680
"3780","100072 (3780)","3919","100131 (3919)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",450,278,725
"3780","100072 (3780)","3920","406751 (3920)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",2069,1517,2820
"3780","100072 (3780)","3922","100761 (3922)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",429,287,639
"3780","100072 (3780)","3925","100554 (3925)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",914,682,1223
"3780","100072 (3780)","3927","100626 (3927)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",533,360,787
"3780","100072 (3780)","3928","100125 (3928)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",439,283,679
"3780","100072 (3780)","3930","406701 (3930)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1739,1198,2522
"3780","100072 (3780)","3931","100464 (3931)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1198,936,1532
"3780","100072 (3780)","3934","100627 (3934)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",575,396,833
"3780","100072 (3780)","3935","100402 (3935)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1092,821,1450
"3780","100072 (3780)","3936","100629 (3936)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",666,466,950
"3780","100072 (3780)","3938","100443 (3938)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1290,1019,1632
"3780","100072 (3780)","3941","100422 (3941)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1344,1067,1692
"3780","100072 (3780)","3943","10062A (3943)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",703,500,987
"3780","100072 (3780)","3945","100413 (3945)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1417,1133,1772
"3780","100072 (3780)","3946","100621 (3946)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",769,560,1055
"3780","100072 (3780)","3949","100403 (3949)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",914,677,1233
"3780","100072 (3780)","3950","406420 (3950)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1689,1244,2292
"3780","100072 (3780)","3951","100624 (3951)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",868,647,1164
"3780","100072 (3780)","3952","100401 (3952)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1339,1040,1722
"3780","100072 (3780)","3953","100628 (3953)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",598,418,855
"3780","100072 (3780)","3958","100631 (3958)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",910,689,1201
"3780","100072 (3780)","3959","100751 (3959)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",570,381,852
"3780","100072 (3780)","3960","406435 (3960)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1719,1274,2318
"3780","100072 (3780)","3966","100632 (3966)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",974,736,1288
"3780","100072 (3780)","3967","406522 (3967)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1814,1256,2619
"3780","100072 (3780)","3969","100782 (3969)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",477,313,725
"3780","100072 (3780)","3970","100634 (3970)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1027,783,1345
"3780","100072 (3780)","3971","406732 (3971)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",2231,1641,3032
"3780","100072 (3780)","3972","100623 (3972)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",869,636,1186
"3780","100072 (3780)","3977","100633 (3977)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1075,842,1371
"3780","100072 (3780)","3978","10062B (3978)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",782,535,1142
"3780","100072 (3780)","3981","100622 (3981)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",911,669,1240
"3780","100072 (3780)","3982","100772 (3982)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",602,394,918
"3780","100072 (3780)","3985","100762 (3985)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",501,351,714
"3780","100072 (3780)","3987","406162 (3987)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",2292,1808,2904
"3780","100072 (3780)","3988","100773 (3988)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",600,407,884
"3780","100072 (3780)","3989","100771 (3989)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",499,314,790
"3780","100072 (3780)","3990","10062C (3990)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",669,480,931
"3780","100072 (3780)","3991","100641 (3991)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1093,823,1450
"3780","100072 (3780)","3992","100752 (3992)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",608,423,873
"3780","100072 (3780)","3993","10062D (3993)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",777,574,1051
"3780","100072 (3780)","3994","100691 (3994)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",704,502,985
"3780","100072 (3780)","3996","100651 (3996)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",887,657,1196
"3780","100072 (3780)","3997","406520 (3997)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1880,1293,2732
"3780","100072 (3780)","4000","100646 (4000)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1147,887,1482
"3780","100072 (3780)","4001","406511 (4001)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1730,1302,2297
"3780","100072 (3780)","4003","100763 (4003)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",511,360,725
"3780","100072 (3780)","4005","100652 (4005)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",857,634,1157
"3780","100072 (3780)","4007","406521 (4007)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1782,1234,2573
"3780","100072 (3780)","4008","100781 (4008)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",468,311,703
"3780","100072 (3780)","4011","100642 (4011)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1059,785,1427
"3780","100072 (3780)","4012","100811 (4012)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",496,329,747
"3780","100072 (3780)","4013","100693 (4013)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",810,598,1096
"3780","100072 (3780)","4017","100645 (4017)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1159,902,1487
"3780","100072 (3780)","4019","100754 (4019)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",648,468,897
"3780","100072 (3780)","4020","100764 (4020)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",563,405,781
"3780","100072 (3780)","4022","100661 (4022)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1208,952,1531
"3780","100072 (3780)","4024","100663 (4024)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1129,863,1476
"3780","100072 (3780)","4025","100662 (4025)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1222,965,1547
"3780","100072 (3780)","4026","101131 (4026)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1152,866,1531
"3780","100072 (3780)","4028","101136 (4028)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1266,969,1652
"3780","100072 (3780)","4031","101141 (4031)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",1358,1063,1733
"3780","100072 (3780)","4032","100653 (4032)","3/1/2018 - 3/31/2018, Weekdays, Daily Average",966,733,1272
